_id,host_id,host_url,host_name,host_location,host_response_time,host_thumbnail_url,host_picture_url,host_neighbourhood,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,host_verifications
10006546,51399391,https://www.airbnb.com/users/show/51399391,Ana&Gonçalo,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/fab79f25-2e10-4f0f-9711-663cb69dc7d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/fab79f25-2e10-4f0f-9711-663cb69dc7d8.jpg?aki_policy=profile_x_medium,,100.0,False,True,True,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10009999,1282196,https://www.airbnb.com/users/show/1282196,Ynaie,"Rio de Janeiro, State of Rio de Janeiro, Brazil",,https://a0.muscache.com/im/pictures/9681e3cc-4af1-4046-b294-2881dffb4ff8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/9681e3cc-4af1-4046-b294-2881dffb4ff8.jpg?aki_policy=profile_x_medium,Jardim Botânico,,False,True,False,1,1,"['email', 'phone', 'facebook']"
1001265,5448114,https://www.airbnb.com/users/show/5448114,David,"Honolulu, Hawaii, United States",within an hour,https://a0.muscache.com/im/users/5448114/profile_pic/1363202219/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5448114/profile_pic/1363202219/original.jpg?aki_policy=profile_x_medium,Waikiki,98.0,False,True,False,18,18,"['email', 'phone', 'reviews', 'kba']"
10021707,11275734,https://www.airbnb.com/users/show/11275734,Josh,"New York, New York, United States",,https://a0.muscache.com/im/users/11275734/profile_pic/1405792127/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11275734/profile_pic/1405792127/original.jpg?aki_policy=profile_x_medium,Bushwick,,False,True,True,1,1,"['email', 'phone', 'reviews', 'kba']"
10030955,51496939,https://www.airbnb.com/users/show/51496939,Livia,BR,,https://a0.muscache.com/im/pictures/b7911710-9088-451d-a27b-62ad2fc2eac0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/b7911710-9088-451d-a27b-62ad2fc2eac0.jpg?aki_policy=profile_x_medium,Lagoa,,False,True,False,1,1,"['email', 'phone', 'jumio', 'government_id']"
1003530,454250,https://www.airbnb.com/users/show/454250,Greta,"New York, New York, United States",within an hour,https://a0.muscache.com/im/pictures/f1022be4-e72a-4b35-b6d2-3d2736ddaff9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/f1022be4-e72a-4b35-b6d2-3d2736ddaff9.jpg?aki_policy=profile_x_medium,,100.0,True,True,True,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10038496,51530266,https://www.airbnb.com/users/show/51530266,Ana Valéria,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,https://a0.muscache.com/im/pictures/8c7bb5fe-7b6d-4d03-a465-aae8971a87a0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/8c7bb5fe-7b6d-4d03-a465-aae8971a87a0.jpg?aki_policy=profile_x_medium,Copacabana,100.0,True,True,True,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10047964,1241644,https://www.airbnb.com/users/show/1241644,Zeynep,"Istanbul, Istanbul, Turkey",,https://a0.muscache.com/im/users/1241644/profile_pic/1426581715/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1241644/profile_pic/1426581715/original.jpg?aki_policy=profile_x_medium,Moda,,False,True,True,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
10051164,51326285,https://www.airbnb.com/users/show/51326285,Beatriz,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,https://a0.muscache.com/im/pictures/eb09c9cb-bc70-412f-80d9-47ed3ab104f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/eb09c9cb-bc70-412f-80d9-47ed3ab104f4.jpg?aki_policy=profile_x_medium,Catete,80.0,False,True,True,5,5,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
10057447,51612949,https://www.airbnb.com/users/show/51612949,Konstantin,"Montreal, Quebec, Canada",,https://a0.muscache.com/im/pictures/beb6b50e-0a26-4b29-9837-d68c3eea413f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/beb6b50e-0a26-4b29-9837-d68c3eea413f.jpg?aki_policy=profile_x_medium,Mile End,,False,True,False,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
10057826,47554473,https://www.airbnb.com/users/show/47554473,Mae,US,within a few hours,https://a0.muscache.com/im/pictures/c680ce22-d6ec-4b00-8ef3-b5b7fc0d76f2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/c680ce22-d6ec-4b00-8ef3-b5b7fc0d76f2.jpg?aki_policy=profile_x_medium,Greenpoint,100.0,False,True,False,13,13,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']"
10059244,7140229,https://www.airbnb.com/users/show/7140229,Caro,"Montreal, Quebec, Canada",within an hour,https://a0.muscache.com/im/pictures/user/c64773a6-da5f-4c1a-91fe-f17131e4473b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c64773a6-da5f-4c1a-91fe-f17131e4473b.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10059872,51624384,https://www.airbnb.com/users/show/51624384,Giovanni,"Hong Kong, Hong Kong",,https://a0.muscache.com/im/pictures/264b82a7-756f-4da8-b607-dc9759e2a10f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/264b82a7-756f-4da8-b607-dc9759e2a10f.jpg?aki_policy=profile_x_medium,Soho,,False,True,False,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10066928,9036477,https://www.airbnb.com/users/show/9036477,Margaux,"Montreal, Quebec, Canada",,https://a0.muscache.com/im/users/9036477/profile_pic/1425247510/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9036477/profile_pic/1425247510/original.jpg?aki_policy=profile_x_medium,Le Plateau,,False,True,False,2,2,"['email', 'phone', 'reviews', 'work_email']"
10069642,51670240,https://www.airbnb.com/users/show/51670240,Jonathan,"Resende, Rio de Janeiro, Brazil",,https://a0.muscache.com/im/pictures/9a6839d9-9bea-451b-961d-5965894b9b9a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/9a6839d9-9bea-451b-961d-5965894b9b9a.jpg?aki_policy=profile_x_medium,,,False,True,False,1,1,"['email', 'phone', 'jumio', 'government_id']"
10082307,51289938,https://www.airbnb.com/users/show/51289938,Ken,Hong Kong,within an hour,https://a0.muscache.com/im/pictures/48ba1de1-bfea-446c-83ab-c21cb4272696.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/48ba1de1-bfea-446c-83ab-c21cb4272696.jpg?aki_policy=profile_x_medium,Jordan,90.0,False,True,False,6,6,"['email', 'phone', 'google', 'reviews']"
10082422,30393403,https://www.airbnb.com/users/show/30393403,Anna,"Barcelona, Catalonia, Spain",,https://a0.muscache.com/im/users/30393403/profile_pic/1427876639/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30393403/profile_pic/1427876639/original.jpg?aki_policy=profile_x_medium,Dreta de l'Eixample,,False,True,False,1,1,"['phone', 'facebook']"
10083468,27518920,https://www.airbnb.com/users/show/27518920,Fábio,"São Félix da Marinha, Porto, Portugal",within an hour,https://a0.muscache.com/im/pictures/user/30283df3-5b0b-47bb-8f81-990bdf925fb6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30283df3-5b0b-47bb-8f81-990bdf925fb6.jpg?aki_policy=profile_x_medium,,90.0,True,True,True,3,3,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']"
10084023,51744313,https://www.airbnb.com/users/show/51744313,Yi,United States,within an hour,https://a0.muscache.com/im/pictures/user/a204d442-1ae1-47fc-8d26-cf0ff9efda1b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a204d442-1ae1-47fc-8d26-cf0ff9efda1b.jpg?aki_policy=profile_x_medium,Shek Kip Mei,100.0,False,True,True,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10091713,13764143,https://www.airbnb.com/users/show/13764143,Ben,"New South Wales, Australia",,https://a0.muscache.com/im/pictures/03c4d82b-7e4a-4457-976d-c4e9dfdb13fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/03c4d82b-7e4a-4457-976d-c4e9dfdb13fa.jpg?aki_policy=profile_x_medium,Surry Hills,,False,True,True,1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"
10092679,21331922,https://www.airbnb.com/users/show/21331922,Ali,İstanbul,within an hour,https://a0.muscache.com/im/pictures/user/bcd9b30d-f858-4fab-b7a3-f98b45df73cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bcd9b30d-f858-4fab-b7a3-f98b45df73cb.jpg?aki_policy=profile_x_medium,Taksim,100.0,True,True,True,8,8,"['email', 'phone', 'reviews', 'jumio']"
10096773,34607505,https://www.airbnb.com/users/show/34607505,Scott,"New York, New York, United States",,https://a0.muscache.com/im/pictures/675cec89-71eb-4ca7-bacd-bbed62ef6fad.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/675cec89-71eb-4ca7-bacd-bbed62ef6fad.jpg?aki_policy=profile_x_medium,Chelsea,,False,True,True,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']"
10108388,16187044,https://www.airbnb.com/users/show/16187044,Desireé,Australia,within an hour,https://a0.muscache.com/im/users/16187044/profile_pic/1402737505/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16187044/profile_pic/1402737505/original.jpg?aki_policy=profile_x_medium,Darlinghurst,100.0,True,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10109896,6517277,https://www.airbnb.com/users/show/6517277,Kristin,"Sydney, New South Wales, Australia",,https://a0.muscache.com/im/pictures/a304162e-015b-4e94-a891-84c4355fad39.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/a304162e-015b-4e94-a891-84c4355fad39.jpg?aki_policy=profile_x_medium,Lilyfield/Rozelle,,False,True,False,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10112159,2649859,https://www.airbnb.com/users/show/2649859,Elisabete,"Porto, Porto, Portugal",,https://a0.muscache.com/im/pictures/3e7725d5-79ea-4290-a99c-5bd5e0691f02.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/3e7725d5-79ea-4290-a99c-5bd5e0691f02.jpg?aki_policy=profile_x_medium,,,False,True,True,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10115921,51471538,https://www.airbnb.com/users/show/51471538,Ahmet,"Istanbul, İstanbul, Turkey",within an hour,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_x_medium,Şişli,100.0,False,True,False,16,16,"['email', 'phone', 'reviews']"
10116256,51471538,https://www.airbnb.com/users/show/51471538,Ahmet,"Istanbul, İstanbul, Turkey",within an hour,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d8c830d0-16da-455c-818a-790864132e0a.jpg?aki_policy=profile_x_medium,Şişli,100.0,False,True,False,16,16,"['email', 'phone', 'reviews']"
10116578,51915770,https://www.airbnb.com/users/show/51915770,Luiz Rodrigo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",,https://a0.muscache.com/im/pictures/1a49003e-8025-432d-8614-b1b7aecfe381.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/1a49003e-8025-432d-8614-b1b7aecfe381.jpg?aki_policy=profile_x_medium,,,False,True,False,1,1,"['phone', 'facebook']"
10117617,51920973,https://www.airbnb.com/users/show/51920973,Manuela,"Porto, Porto District, Portugal",within a day,https://a0.muscache.com/im/pictures/bb526001-78b2-472d-9663-c3d02a27f4ce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/bb526001-78b2-472d-9663-c3d02a27f4ce.jpg?aki_policy=profile_x_medium,,100.0,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10120414,33231070,https://www.airbnb.com/users/show/33231070,Mert,"New York, New York, United States",,https://a0.muscache.com/im/users/33231070/profile_pic/1431469729/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33231070/profile_pic/1431469729/original.jpg?aki_policy=profile_x_medium,,,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']"
10133350,52004369,https://www.airbnb.com/users/show/52004369,Chelsea,"Sea Cliff, New York, United States",,https://a0.muscache.com/im/pictures/4d361f57-f65e-4885-b934-0e92eebf288d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/4d361f57-f65e-4885-b934-0e92eebf288d.jpg?aki_policy=profile_x_medium,,,False,True,True,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10133554,52004703,https://www.airbnb.com/users/show/52004703,Mehmet Emin,"Istanbul, İstanbul, Turkey",within a few hours,https://a0.muscache.com/im/pictures/user/4cb6be34-659b-42cc-a93d-77a5d3501e7a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cb6be34-659b-42cc-a93d-77a5d3501e7a.jpg?aki_policy=profile_x_medium,,100.0,False,True,True,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10138784,52031360,https://www.airbnb.com/users/show/52031360,Cheer,"New York, New York, United States",within an hour,https://a0.muscache.com/im/pictures/1e61ad3c-eb0f-486a-ac09-1a834973d8cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/1e61ad3c-eb0f-486a-ac09-1a834973d8cd.jpg?aki_policy=profile_x_medium,Jackson Heights,100.0,True,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10140368,1017772,https://www.airbnb.com/users/show/1017772,Lane,US,within an hour,https://a0.muscache.com/im/pictures/user/0a118b69-9d68-4b0e-99ba-34fefc2df36b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a118b69-9d68-4b0e-99ba-34fefc2df36b.jpg?aki_policy=profile_x_medium,Jamaica,100.0,True,True,True,1,1,"['email', 'phone', 'manual_online', 'facebook', 'reviews', 'manual_offline', 'jumio', 'government_id']"
10141950,11435086,https://www.airbnb.com/users/show/11435086,Regg,Hong Kong,,https://a0.muscache.com/im/pictures/user/736908a8-0792-4428-a630-d47a3df44bb9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/736908a8-0792-4428-a630-d47a3df44bb9.jpg?aki_policy=profile_x_medium,Sheung Wan,,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"
10166883,35215309,https://www.airbnb.com/users/show/35215309,Vick,"New York, New York, United States",,https://a0.muscache.com/im/pictures/bd6a13af-36d3-4658-920b-87c221704fe2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/bd6a13af-36d3-4658-920b-87c221704fe2.jpg?aki_policy=profile_x_medium,East Harlem,,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10166986,14461742,https://www.airbnb.com/users/show/14461742,Mohammed,"Paris, Île-de-France, France",,https://a0.muscache.com/im/users/14461742/profile_pic/1397899792/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/14461742/profile_pic/1397899792/original.jpg?aki_policy=profile_x_medium,Williamsburg,,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
1016739,5595776,https://www.airbnb.com/users/show/5595776,David,"Sydney, New South Wales, Australia",within a few hours,https://a0.muscache.com/im/users/5595776/profile_pic/1372823881/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5595776/profile_pic/1372823881/original.jpg?aki_policy=profile_x_medium,Coogee,100.0,False,True,True,6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10184012,52299431,https://www.airbnb.com/users/show/52299431,Ricardo,BR,,https://a0.muscache.com/im/pictures/675c6438-a5fe-4874-abbb-544270401e45.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/675c6438-a5fe-4874-abbb-544270401e45.jpg?aki_policy=profile_x_medium,,,False,True,False,1,1,"['email', 'phone']"
10186755,52316085,https://www.airbnb.com/users/show/52316085,Mustafa,"Istanbul, İstanbul, Turkey",,https://a0.muscache.com/im/pictures/cc4d0af8-37df-4eb6-940a-d5c80d8b8bc1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/cc4d0af8-37df-4eb6-940a-d5c80d8b8bc1.jpg?aki_policy=profile_x_medium,,,False,True,False,1,1,"['email', 'phone', 'facebook']"
1019168,39300,https://www.airbnb.com/users/show/39300,Lilou,"Montreal, Quebec, Canada",within a day,https://a0.muscache.com/im/users/39300/profile_pic/1400790873/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/39300/profile_pic/1400790873/original.jpg?aki_policy=profile_x_medium,Mile End,100.0,True,True,True,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10199760,37417314,https://www.airbnb.com/users/show/37417314,Yaşar,"Istanbul, Turkey",within a day,https://a0.muscache.com/im/pictures/68374b9f-5808-430d-b23d-232af684477e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/68374b9f-5808-430d-b23d-232af684477e.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone']"
10201975,2537111,https://www.airbnb.com/users/show/2537111,Barbara,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,https://a0.muscache.com/im/users/2537111/profile_pic/1418360168/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2537111/profile_pic/1418360168/original.jpg?aki_policy=profile_x_medium,Santa Teresa,92.0,True,True,True,13,13,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
10209136,52453573,https://www.airbnb.com/users/show/52453573,Isaac,"Sydney, New South Wales, Australia",,https://a0.muscache.com/im/pictures/4c3ec070-d880-4c2b-80ab-5009f416cc43.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/4c3ec070-d880-4c2b-80ab-5009f416cc43.jpg?aki_policy=profile_x_medium,,,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10213499,634664,https://www.airbnb.com/users/show/634664,Tracy,"New South Wales, Australia",within an hour,https://a0.muscache.com/im/pictures/9a934b26-9946-4261-aecf-7e707cc0782a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/9a934b26-9946-4261-aecf-7e707cc0782a.jpg?aki_policy=profile_x_medium,,100.0,True,True,False,1,1,"['email', 'phone', 'reviews']"
10215858,52473150,https://www.airbnb.com/users/show/52473150,Danny,Hong Kong,within an hour,https://a0.muscache.com/im/pictures/13dcc152-382c-43ac-9933-c241ae596c3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/13dcc152-382c-43ac-9933-c241ae596c3a.jpg?aki_policy=profile_x_medium,Mong Kok,97.0,False,True,True,29,29,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
10220130,31553171,https://www.airbnb.com/users/show/31553171,José Augusto,"Rio de Janeiro, State of Rio de Janeiro, Brazil",,https://a0.muscache.com/im/users/31553171/profile_pic/1429551055/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31553171/profile_pic/1429551055/original.jpg?aki_policy=profile_x_medium,Recreio dos Bandeirantes,,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
1022200,3393610,https://www.airbnb.com/users/show/3393610,Daniel,"Las Vegas, Nevada, United States",,https://a0.muscache.com/im/users/3393610/profile_pic/1346112640/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3393610/profile_pic/1346112640/original.jpg?aki_policy=profile_x_medium,Kailua/Kona,,False,True,False,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba', 'government_id']"
10227000,12057949,https://www.airbnb.com/users/show/12057949,Holly,"Las Vegas, Nevada, United States",within a day,https://a0.muscache.com/im/users/12057949/profile_pic/1415478237/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12057949/profile_pic/1415478237/original.jpg?aki_policy=profile_x_medium,Central Business District,91.0,False,True,True,472,472,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']"
10228731,12673423,https://www.airbnb.com/users/show/12673423,Gilberto,"Rio, Rio de Janeiro, Brazil",,https://a0.muscache.com/im/users/12673423/profile_pic/1393616988/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12673423/profile_pic/1393616988/original.jpg?aki_policy=profile_x_medium,Tijuca,,False,True,False,2,2,"['email', 'phone', 'reviews']"
10233856,52473150,https://www.airbnb.com/users/show/52473150,Danny,Hong Kong,within an hour,https://a0.muscache.com/im/pictures/13dcc152-382c-43ac-9933-c241ae596c3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/13dcc152-382c-43ac-9933-c241ae596c3a.jpg?aki_policy=profile_x_medium,Mong Kok,97.0,False,True,True,29,29,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
10240767,52491634,https://www.airbnb.com/users/show/52491634,Ricky,Hong Kong,within a few hours,https://a0.muscache.com/im/pictures/0ea05bb0-cadf-42a7-812b-671f1f00757d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/0ea05bb0-cadf-42a7-812b-671f1f00757d.jpg?aki_policy=profile_x_medium,,100.0,True,True,False,5,5,"['email', 'phone', 'reviews']"
10264100,52772199,https://www.airbnb.com/users/show/52772199,Ana Lúcia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,https://a0.muscache.com/im/pictures/40611c34-2c83-4269-b2bf-1998f5ccf3e0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/40611c34-2c83-4269-b2bf-1998f5ccf3e0.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone', 'facebook', 'google', 'reviews']"
10266175,42868615,https://www.airbnb.com/users/show/42868615,Ray And Lise,"Chilliwack, British Columbia, Canada",within an hour,https://a0.muscache.com/im/pictures/4f2055ea-0725-4a4c-9bd0-47f4a254da03.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/4f2055ea-0725-4a4c-9bd0-47f4a254da03.jpg?aki_policy=profile_x_medium,Waianae Coast,100.0,True,True,False,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']"
10267144,4428126,https://www.airbnb.com/users/show/4428126,Cesar,"Rio de Janeiro, Rio de Janeiro, Brazil",within a few hours,https://a0.muscache.com/im/users/4428126/profile_pic/1355775586/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4428126/profile_pic/1355775586/original.jpg?aki_policy=profile_x_medium,Ipanema,93.0,True,True,True,3,3,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']"
10269320,51724179,https://www.airbnb.com/users/show/51724179,Andreia,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/f1425353-8f70-4d49-a5dc-6e9f17a362c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/f1425353-8f70-4d49-a5dc-6e9f17a362c5.jpg?aki_policy=profile_x_medium,,100.0,True,True,True,6,6,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
10280433,52785887,https://www.airbnb.com/users/show/52785887,Mike,"Volcano, Hawaii, United States",within a few hours,https://a0.muscache.com/im/pictures/user/69f5ee13-38a3-44fa-8ece-f53e01312b99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/69f5ee13-38a3-44fa-8ece-f53e01312b99.jpg?aki_policy=profile_x_medium,,100.0,True,True,True,1,1,"['email', 'phone', 'reviews', 'kba']"
10295352,52966539,https://www.airbnb.com/users/show/52966539,Pedro,"Rio de Janeiro, State of Rio de Janeiro, Brazil",,https://a0.muscache.com/im/pictures/a327f115-a9e3-46fe-ad2e-58487b2d9639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/a327f115-a9e3-46fe-ad2e-58487b2d9639.jpg?aki_policy=profile_x_medium,,,False,True,False,1,1,"['phone', 'facebook']"
10299095,52988408,https://www.airbnb.com/users/show/52988408,Fernanda,BR,,https://a0.muscache.com/im/pictures/0c78bdd8-1e12-497e-a64c-b39f808ccfa7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/0c78bdd8-1e12-497e-a64c-b39f808ccfa7.jpg?aki_policy=profile_x_medium,,,False,True,False,2,2,"['email', 'phone', 'reviews']"
102995,178043,https://www.airbnb.com/users/show/178043,Chas,"San Francisco, California, United States",within a day,https://a0.muscache.com/im/pictures/ab609821-a596-4111-9ae9-1b6fdd919c74.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/ab609821-a596-4111-9ae9-1b6fdd919c74.jpg?aki_policy=profile_x_medium,The Castro,95.0,False,True,True,4,4,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"
10306879,53027036,https://www.airbnb.com/users/show/53027036,Paulo Cesar,BR,,https://a0.muscache.com/im/pictures/be252b6f-f1f4-4684-9763-3f950d4422c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/be252b6f-f1f4-4684-9763-3f950d4422c9.jpg?aki_policy=profile_x_medium,Barra da Tijuca,,False,True,False,1,1,"['email', 'phone']"
103161,465278,https://www.airbnb.com/users/show/465278,Ade,"Brooklyn, NY",within a few hours,https://a0.muscache.com/im/users/465278/profile_pic/1379275888/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/465278/profile_pic/1379275888/original.jpg?aki_policy=profile_x_medium,Williamsburg,100.0,True,True,False,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']"
10317142,53086419,https://www.airbnb.com/users/show/53086419,Noah,"Laie, Hawaii, United States",within a day,https://a0.muscache.com/im/pictures/d93c44f5-2b60-4251-a90b-fb71d66e7946.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/d93c44f5-2b60-4251-a90b-fb71d66e7946.jpg?aki_policy=profile_x_medium,Ko'olauloa,50.0,False,True,False,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
10324377,53127432,https://www.airbnb.com/users/show/53127432,Renato,Brazil,within an hour,https://a0.muscache.com/im/pictures/7425fcc7-1d9b-4a3d-acd2-d05a9756372e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/7425fcc7-1d9b-4a3d-acd2-d05a9756372e.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,7,7,"['email', 'phone', 'facebook', 'reviews']"
10332161,53169195,https://www.airbnb.com/users/show/53169195,Ehssan,"New York, New York, United States",,https://a0.muscache.com/im/pictures/c6f4d130-30d3-482c-994b-4a4ea575ac39.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/c6f4d130-30d3-482c-994b-4a4ea575ac39.jpg?aki_policy=profile_x_medium,Tremont,,False,True,True,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
